"","ZD01","ZD02","ZD03","ZD04","ZG01","ZG02","ZG03","ZG04","ZP01","ZP02","ZP03","ZP04","ZS01","ZS02","ZS03","ZS04","ZW01","ZW02","ZW03","ZW04","Consensus.Lineage"
"Otu1251",0,0,0,0,0,0,0,0,0,16,4,3,1,0,1,5,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__"
"Otu1720",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__Conexibacter; s__"
"Otu1562",0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu1946",0,0,0,0,0,0,0,0,1,2,0,0,1,3,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu2948",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria"
"Otu2597",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
"Otu2025",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae; g__Propionibacterium; s__acnes"
"Otu1652",0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__"
"Otu1798",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,6,"k__Bacteria"
"Otu2028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"k__Bacteria; p__Tenericutes; c__Mollicutes; o__Entomoplasmatales; f__; g__; s__"
"Otu2437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae"
"Otu1409",0,0,0,0,0,0,0,0,1,0,0,16,2,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales"
"Otu1538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__"
"Otu1477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__AKIW781; f__; g__; s__"
"Otu2009",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__"
"Otu2212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__"
"Otu2486",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__"
"Otu2158",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__"
"Otu1792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae"
"Otu3020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae"
"Otu2462",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"Otu1677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__"
"Otu3140",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__OPB50; o__; f__; g__; s__"
"Otu1240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,3,"k__Bacteria; p__Proteobacteria"
"Otu1420",0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,6,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__"
"Otu1737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"k__Bacteria"
"Otu1328",0,0,0,0,0,0,0,1,0,6,0,0,0,0,2,9,0,2,0,1,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae"
"Otu1641",1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__"
"Otu2701",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__"
"Otu2565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__"
"Otu1486",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__"
"Otu2154",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"Otu2755",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__"
"Otu1899",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"Otu2895",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"
"Otu2690",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes"
"Otu2765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu1870",0,0,0,0,0,0,0,0,0,1,9,7,0,0,0,0,0,0,0,0,"k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__"
"Otu460",0,0,0,0,0,0,0,0,18,24,12,1,0,2,0,2,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu2013",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"k__Bacteria; p__Elusimicrobia; c__Elusimicrobia"
"Otu1376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"k__Bacteria"
"Otu1439",0,0,0,0,0,0,0,0,0,10,0,2,1,0,2,2,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__"
"Otu1206",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu1822",0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__"
"Otu1867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"
"Otu2052",0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu898",0,0,0,0,0,0,0,0,13,1,0,2,0,0,0,2,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales"
"Otu2952",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,"k__Bacteria"
"Otu993",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu950",0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,4,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Hydrocarboniphaga; s__"
"Otu1268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__vadinHA49; o__DH61; f__; g__; s__"
"Otu1315",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
"Otu1811",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae"
"Otu3002",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__"
"Otu1041",0,0,0,0,0,0,0,0,0,3,12,2,1,0,2,4,0,0,0,0,"k__Bacteria"
"Otu2388",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__Candidatus Protochlamydia; s__"
"Otu2131",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"k__Bacteria"
"Otu1617",0,0,0,0,0,0,0,0,1,3,2,7,0,1,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu1821",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu3000",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae"
"Otu1035",0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu2172",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,1,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"Otu2410",0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"Otu1876",0,0,0,0,0,0,0,0,0,4,0,5,1,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu2815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"Otu2175",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Procabacteriales; f__Procabacteriaceae; g__; s__"
"Otu711",0,0,0,0,0,0,0,0,9,12,0,9,1,2,1,1,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu2346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"Otu1177",0,0,0,0,0,0,0,0,13,2,2,15,1,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__"
"Otu1724",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__"
"Otu1140",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu2063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"k__Bacteria"
"Otu744",0,0,0,0,0,0,0,0,0,0,3,26,1,3,3,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu1614",0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu2050",0,0,0,0,0,0,0,0,0,5,1,5,0,0,0,0,1,0,0,0,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__; g__; s__"
"Otu2475",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__"
"Otu1854",0,0,0,0,0,0,0,0,7,1,5,3,0,0,1,4,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"
"Otu1141",0,0,0,0,0,0,0,0,0,2,5,6,1,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Procabacteriales; f__Procabacteriaceae; g__Procabacter; s__"
"Otu1610",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__"
"Otu2284",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"
"Otu2226",0,0,0,0,0,0,0,0,1,0,3,4,1,0,0,2,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__"
"Otu1769",0,0,0,0,0,0,0,0,6,1,5,6,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales"
"Otu2008",0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu2876",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu2703",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae"
"Otu2491",0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu1752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales"
"Otu2677",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"
"Otu2993",0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"Otu2456",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__"
"Otu1357",0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu2075",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__[Amoebophilaceae]; g__Candidatus Amoebophilus; s__"
"Otu1518",0,0,0,0,0,0,0,0,2,5,1,1,3,0,3,9,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]"
"Otu1903",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,"k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__"
"Otu2432",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__"
"Otu2944",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]"
"Otu1591",0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__FW68; f__; g__; s__"
"Otu1952",0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,4,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae"
"Otu3044",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__"
"Otu2435",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae"
"Otu2238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,"k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__"
"Otu2813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu2812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae"
"Otu2600",0,0,0,0,0,0,0,0,10,5,4,3,3,2,2,1,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
"Otu2946",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"k__Bacteria"
"Otu1507",0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,0,1,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales"
"Otu1702",0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,0,0,0,0,"k__Bacteria"
"Otu3012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"
"Otu2271",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__"
"Otu1818",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu1770",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Cyanobacteria"
"Otu1658",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus"
"Otu1257",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"Otu2647",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__"
"Otu2601",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria"
"Otu2630",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__"
"Otu1887",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Procabacteriales; f__Procabacteriaceae; g__; s__"
"Otu1875",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales"
"Otu566",0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae"
"Otu1855",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__"
"Otu1514",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales"
"Otu2879",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__"
"Otu2648",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes"
"Otu990",0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Dyadobacter; s__"
"Otu1163",0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,13,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__"
"Otu1281",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales"
"Otu2184",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__"
"Otu2444",0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,"k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__"
"Otu3073",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__"
"Otu1480",0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,0,1,"k__Bacteria"
"Otu2107",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu2870",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria"
"Otu2464",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__"
"Otu1175",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"Otu1018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__"
"Otu2077",0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__A21b; f__EB1003; g__; s__"
"Otu1949",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"Otu1756",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae"
"Otu2362",0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales"
"Otu841",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"Otu1380",0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"Otu1969",0,0,0,0,0,0,0,0,7,1,1,0,1,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"Otu2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__Methylacidiphilales; f__LD19; g__; s__"
"Otu2835",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__"
"Otu2983",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae"
"Otu1995",0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__"
