#OTU ID,ZD01,ZD02,ZD03,ZD04,ZG01,ZG02,ZG03,ZG04,ZP01,ZP02,ZP03,ZP04,ZS01,ZS02,ZS03,ZS04,ZW01,ZW02,ZW03,ZW04,Consensus Lineage
Otu1121,0,0,0,0,0,0,0,0,9,16,12,10,5,1,1,11,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu2551,0,0,0,0,0,0,0,0,3,8,19,5,5,2,3,11,1,2,2,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
Otu2347,0,0,0,0,0,0,0,0,13,33,15,4,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acidocella; s__
Otu3302,0,0,0,0,0,0,0,0,1,16,20,20,0,1,2,5,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu532,10,2,6,23,5,1,10,5,0,0,0,0,0,0,0,0,0,0,2,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__
Otu1266,18,17,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae
Otu968,0,0,0,0,4,21,5,25,7,0,1,0,1,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter; s__
Otu2301,0,0,0,0,0,0,0,0,34,14,6,7,0,0,3,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu2180,0,0,0,0,0,0,0,0,0,8,7,14,14,0,3,18,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu2115,0,0,0,0,0,0,0,0,32,10,10,8,1,1,0,2,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
Otu2112,0,0,0,0,0,0,0,0,0,20,31,13,0,0,0,0,0,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu3050,0,0,0,0,0,0,0,0,20,25,6,0,0,0,2,11,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
Otu1173,31,13,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu1661,5,16,10,8,0,1,1,3,0,0,0,1,0,0,0,0,5,4,4,5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
Otu1341,17,11,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseomonas
Otu3534,2,0,0,1,0,0,0,0,26,14,1,17,0,0,0,0,0,0,2,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
Otu1447,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10,10,10,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
Otu444,0,0,0,0,13,4,21,19,1,2,0,0,0,0,1,0,1,1,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae
Otu1170,0,0,0,0,0,0,0,0,8,10,0,21,7,0,0,17,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
Otu2298,0,0,0,0,0,0,0,0,45,0,1,4,3,5,1,4,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu2300,0,0,0,0,0,0,0,0,46,1,3,4,1,0,5,3,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu1938,0,0,0,0,0,0,0,0,29,16,6,4,3,0,3,2,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae
Otu648,16,13,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseomonas
Otu813,10,16,10,20,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
Otu910,15,7,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
Otu782,13,3,6,10,0,0,0,1,0,0,0,0,0,0,0,0,7,4,13,5,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1205,6,1,2,5,5,7,4,6,0,6,3,9,3,0,0,1,0,0,3,1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
Otu2406,0,1,0,1,0,3,3,3,13,6,7,6,1,2,4,4,3,4,0,1,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
Otu1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,15,18,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
Otu1869,0,0,0,0,0,0,0,0,17,27,0,1,3,3,4,7,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu1004,13,11,9,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
Otu1329,13,12,10,6,0,0,0,5,0,0,0,0,0,0,0,0,5,2,1,7,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
Otu1287,9,10,11,6,5,5,7,5,0,0,0,0,0,0,0,2,0,1,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
Otu1150,15,12,6,18,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
Otu1318,15,7,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
Otu489,1,0,2,0,3,6,7,25,4,0,0,1,1,1,0,0,1,3,3,3,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__
Otu1238,0,0,0,0,16,7,9,27,0,0,2,0,0,0,0,0,0,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu578,0,0,0,0,0,0,0,0,15,3,9,29,2,0,0,2,0,0,1,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__
Otu2399,0,0,0,0,0,0,0,0,6,5,4,26,1,2,0,17,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
Otu2691,0,0,0,0,0,1,0,0,5,14,15,12,11,2,1,0,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Bryocella; s__elongata
Otu3467,0,0,0,0,0,0,0,0,2,14,14,17,2,2,1,6,1,0,1,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Beijerinckia; s__
Otu1772,0,0,0,0,0,0,0,0,17,15,1,27,0,0,0,1,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__
Otu4136,0,0,0,0,0,0,0,0,11,9,3,13,6,3,1,15,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu2824,0,0,0,0,0,0,0,0,8,16,15,13,2,1,3,3,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
Otu585,11,9,10,18,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,2,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Larkinella; s__
Otu588,5,2,1,6,2,7,8,11,11,3,2,0,0,0,0,2,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Limnohabitans; s__
Otu1988,21,10,10,12,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__; s__
Otu1889,12,11,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__
Otu1659,10,8,13,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae
Otu920,6,0,6,8,0,2,1,3,1,5,1,6,1,0,0,0,7,3,5,5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae
Otu1641,11,20,10,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu883,0,0,0,0,7,11,10,25,0,0,0,0,0,0,1,1,0,0,1,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae
Otu789,2,2,0,2,3,1,3,6,0,0,0,19,0,0,0,0,6,4,10,2,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1857,1,1,2,1,0,0,0,0,3,8,3,4,0,0,0,0,9,18,6,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
Otu1180,2,0,0,0,12,10,13,19,0,0,0,0,0,0,0,0,1,0,2,1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae
Otu1974,0,0,0,0,0,0,0,0,6,10,11,17,3,3,4,6,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
Otu2542,0,0,0,0,0,0,0,0,24,13,11,7,0,2,1,2,0,0,0,0,k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__FW68; f__; g__; s__
Otu2510,0,0,0,0,0,0,0,0,0,13,9,21,0,3,7,7,0,0,0,0,k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__FW68; f__; g__; s__
Otu1651,0,0,0,0,0,0,0,0,18,24,12,1,1,2,0,2,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu1081,16,7,12,18,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae
Otu1368,8,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,10,8,7,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
Otu2024,11,13,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__
Otu4509,15,8,15,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
Otu2177,0,0,0,0,0,0,0,0,9,22,10,7,3,1,2,5,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
Otu1843,0,0,0,0,0,0,0,0,16,13,12,2,2,4,2,8,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
Otu2534,0,0,0,0,0,0,0,0,23,15,4,10,0,1,2,4,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu2896,0,0,0,0,0,0,0,0,6,14,13,15,0,1,1,4,1,2,2,0,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__
Otu1658,0,0,0,0,0,0,0,0,15,6,5,25,1,0,3,4,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu2677,0,0,0,0,0,0,0,0,2,10,26,14,3,0,2,2,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae
Otu1229,0,0,0,0,0,0,0,0,8,14,10,8,5,2,2,10,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu1895,0,0,0,0,0,0,0,0,34,7,1,1,6,3,3,4,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
Otu1677,0,0,0,0,0,0,0,0,19,14,7,6,2,0,2,9,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu1246,11,3,12,21,0,1,0,0,0,0,0,0,0,0,0,0,1,3,5,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
Otu994,19,8,12,11,1,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__
Otu1604,8,9,6,11,0,0,0,0,0,0,0,0,0,0,0,0,10,2,9,3,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
Otu1299,0,0,0,0,1,0,0,0,0,0,0,28,3,1,4,1,2,1,6,11,k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__
Otu1788,0,0,0,0,1,2,4,2,7,14,14,6,2,0,4,2,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Aeromicrobium; s__
Otu1645,0,2,0,0,0,0,2,0,13,5,11,11,2,0,3,8,1,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
Otu3056,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,47,0,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu2151,0,0,0,0,1,0,0,2,0,15,3,4,3,0,5,10,6,1,4,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
Otu2027,0,0,0,0,0,0,0,0,18,5,2,6,5,1,0,21,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu2207,13,10,16,9,0,1,1,2,0,0,0,0,0,0,0,0,1,1,2,1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae
Otu820,0,0,0,1,12,13,6,25,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__
Otu1529,0,0,0,0,7,7,15,14,1,5,1,1,1,0,0,1,2,0,1,1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
Otu425,0,0,0,0,11,15,9,15,1,0,1,0,0,0,0,1,4,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Chitinophaga; s__
Otu1625,0,0,0,0,15,19,3,18,0,0,0,0,0,0,0,2,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
Otu2508,0,0,0,0,0,0,0,0,9,12,14,10,2,0,1,6,0,1,1,1,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu1435,0,0,0,0,0,0,0,0,6,7,6,12,7,1,1,17,0,0,0,0,k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__
Otu2200,0,0,0,0,0,0,0,0,8,14,13,16,4,0,2,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__
Otu2213,0,0,0,0,0,0,0,0,7,8,7,6,6,6,7,10,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
Otu2150,0,0,0,0,0,0,0,0,5,8,19,12,6,1,2,4,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
Otu2892,0,0,0,0,0,0,0,0,13,12,12,10,2,0,2,6,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__
Otu5463,0,0,0,0,0,0,0,0,9,13,5,4,2,1,3,19,0,1,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
Otu2303,0,0,0,0,0,0,0,0,34,6,1,6,2,3,2,3,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__
Otu1132,19,4,8,19,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
Otu1496,9,6,15,13,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,0,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__
Otu3007,0,0,0,0,0,0,0,0,1,12,5,19,3,4,3,4,2,1,2,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__
Otu1372,0,0,0,0,5,1,5,24,0,0,1,0,0,0,0,3,4,6,7,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__
Otu936,1,0,0,1,9,4,4,1,0,0,0,0,0,0,0,0,4,6,12,14,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__
Otu1085,0,0,0,0,3,5,5,13,0,3,8,0,4,0,2,3,3,1,4,2,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu2000,0,0,0,1,17,5,7,23,0,0,0,1,1,0,0,1,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
Otu2535,0,0,0,0,0,0,0,0,4,17,9,10,3,1,5,7,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
Otu2637,0,0,0,0,0,0,0,0,10,5,5,27,3,0,3,3,0,0,0,0,k__Bacteria
Otu1498,0,0,0,0,0,0,0,0,7,12,8,8,1,2,6,12,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu2221,0,0,0,0,0,0,0,0,16,4,13,8,2,8,4,1,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
Otu2861,0,0,0,0,0,0,0,0,7,13,13,6,3,0,2,12,0,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1922,0,0,0,0,0,0,0,0,7,3,21,14,1,1,2,7,0,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2617,0,0,0,0,0,0,0,0,10,15,2,15,3,3,1,7,0,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu95,3,0,2,2,8,5,12,22,0,0,0,0,0,0,0,0,1,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__
Otu2416,13,14,8,11,0,1,0,4,0,0,0,0,0,0,0,0,3,1,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales
Otu810,15,9,12,13,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
Otu1163,2,4,1,2,11,5,8,9,0,1,0,2,0,0,0,0,3,1,5,1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
Otu1295,1,1,0,0,4,12,2,5,0,1,3,8,1,0,1,3,4,2,7,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
Otu2120,0,0,0,0,0,0,0,0,7,1,16,24,2,1,1,1,0,0,1,1,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__
Otu1546,0,0,0,0,2,7,2,8,7,2,0,0,0,0,0,0,8,3,10,6,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__
Otu2146,0,0,0,0,1,0,0,0,13,3,4,20,4,2,3,4,0,0,0,1,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
Otu2443,0,0,0,0,0,0,0,0,6,6,5,17,5,3,3,6,1,1,2,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__
Otu1642,0,0,0,0,0,0,0,0,0,16,6,11,1,4,5,12,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu2445,0,0,0,0,0,0,0,0,5,4,1,32,0,6,2,4,1,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu927,0,0,0,0,0,0,0,0,9,10,15,2,3,0,5,11,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
Otu2876,0,0,0,0,0,0,0,0,5,26,0,13,0,1,2,8,0,0,0,0,k__Bacteria; p__Proteobacteria
Otu5441,12,5,9,9,0,0,0,1,0,0,1,0,0,0,1,0,5,3,3,5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
Otu1023,15,15,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
Otu1560,10,13,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__
Otu2105,0,0,0,0,6,21,14,12,0,0,0,0,0,0,0,0,0,0,0,1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__
Otu1123,1,1,1,1,8,7,9,15,0,0,3,3,1,0,0,0,1,1,2,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__
Otu1621,2,1,1,0,3,5,6,19,0,8,3,1,0,0,2,2,0,0,1,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
Otu3424,0,0,0,0,0,0,1,0,0,16,12,10,6,1,1,4,3,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu508,0,0,0,0,9,23,11,9,0,1,0,0,0,0,0,0,0,1,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Pigmentiphaga; s__
Otu1219,0,0,0,0,0,0,0,0,15,15,6,8,3,0,1,6,0,0,0,0,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__
Otu2152,0,0,0,0,0,0,0,0,1,10,11,26,0,0,3,3,0,0,0,0,k__Bacteria
Otu3076,0,0,0,0,0,0,0,0,15,2,4,28,4,0,1,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
Otu2253,0,0,6,0,0,0,0,0,13,6,12,12,0,0,2,0,2,0,1,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Sporocytophaga; s__
Otu2386,0,0,0,0,0,0,0,0,1,1,10,33,3,0,0,6,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
Otu3171,0,0,0,0,0,0,0,0,9,16,12,13,2,0,1,1,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
Otu1228,9,6,8,26,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
Otu1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18,16,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
